id,name,description,output_statements.failure,output_statements.partial,output_statements.success,fix_details.description,fix_details.instructions,fix_details.estimated_date,fix_details.automation_available,created_by,category,metadata.tags,metadata.category,metadata.severity,metadata.operation.name,metadata.operation.logic,metadata.field_path,metadata.connection_id,metadata.resource_type,metadata.expected_value,updated_by,created_at,updated_at,is_deleted
418,configuration_control_for_component_service_and_repair,Verifies that configuration control is maintained for system components awaiting service or repair and serviced or repaired components awaiting return to service.,Configuration control is not maintained for system components awaiting service or repair.,Check partially passed,Configuration control is maintained for system components awaiting service or repair.,Implement processes to maintain configuration control over system components awaiting service or repair.,"[""Identify system components that require service or repair."", ""Establish procedures to track and control the configuration of these components."", ""Verify that serviced or repaired components are properly configured before returning to service.""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sr"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value == 'repair':
    result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:39:43.919788""","""2025-08-07T18:39:43.919788""",False
419,contingency_plan_testing,Verify that the contingency plan for the system is tested at the defined frequency using specified tests to determine effectiveness and readiness.,Check failed: Repository description does not mention contingency plan testing.,Check partially passed: Repository description mentions contingency plan but does not provide details on testing frequency or methods.,Check passed: Repository description indicates contingency plan testing is performed.,Update the repository description to clearly indicate contingency plan testing details.,"[""Edit the repository description field"", ""Add details on contingency plan testing frequency, test methods used, and readiness validation""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,medium,custom,"result = False
if fetched_value:
  # Check if description contains keywords related to contingency testing
  contingency_keywords = [""contingency"", ""testing"", ""plan"", ""readiness""]
  description_lower = fetched_value.lower()
  for keyword in contingency_keywords:
    if keyword in description_lower:
      result = True
      break
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:39:56.487738""","""2025-08-07T18:39:56.487738""",False
42,github_accountability_information,Verify that the repository description includes information identifying individuals responsible for administering the repository components,Check failed: Repository description does not include accountability information,Check partially passed,Check passed: Repository description includes accountability information,Update the repository description to include information identifying individuals responsible for administering the repository components,"[""Navigate to the repository settings"", ""Edit the repository description"", ""Add text like 'Responsible: [name/role]' or 'Accountable: [name/role]'""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ('responsible:' in fetched_value or 'accountable:' in fetched_value):
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T06:46:20.740523""","""2025-08-07T06:46:20.740523""",False
420,coordinate_contingency_plan_testing,Verify that contingency plan testing is coordinated with organizational elements responsible for related plans,Check failed: Repository description does not mention coordinating contingency plan testing,Check partially passed,Check passed: Repository description mentions coordinating contingency plan testing,Update the repository description to mention coordinating contingency plan testing with related plans,"[""Edit the repository description field"", ""Add text about coordinating contingency plan testing with related organizational elements""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,medium,custom,"result = False
if 'contingency plan' in str(fetched_value).lower() and 'coordinate' in str(fetched_value).lower():
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:40:20.194684""","""2025-08-07T18:40:20.194684""",False
421,github_sc_26_1_compliance,Verify compliance with NIST 800-53 SC-26(1) - Decoys | Detection of Malicious Code,Check failed: One or more advanced security features for malicious code detection are not enabled.,Check partially passed,"Check passed: Advanced security features like code scanning, secret scanning, and push protection are enabled for malicious code detection.",Enable advanced security features in the repository settings.,"[""Navigate to the repository settings"", ""Under 'Code security and analysis', enable 'GitHub Advanced Security', 'Secret scanning', and 'Push protection rules'""]",2024-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""github""]",network_security,high,custom,"result = False
if fetched_value.advanced_security_enabled and fetched_value.secret_scanning_enabled and fetched_value.push_protection_enabled:
    result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:41:01.852248""","""2025-08-07T18:41:01.852248""",False
422,sc_26_1_detect_malicious_code,Verifies that mechanisms are in place to detect malicious code on the system.,No mechanisms found to detect malicious code on EC2 instances.,Check partially passed,Mechanisms are in place to detect malicious code on EC2 instances.,Enable malicious code detection mechanisms on EC2 instances.,"[""Review available malicious code detection tools and select one suitable for your environment."", ""Deploy and configure the selected tool on all EC2 instances."", ""Set up monitoring and alerting for detected malicious code.""]",2024-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""aws""]",network_security,high,custom,"result = False
# Check if any EC2 instances have malicious code detection enabled
# Placeholder, actual detection mechanism details needed
if fetched_value and ""malicious_code_detection_enabled"" in fetched_value:
    result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:41:10.804750""","""2025-08-07T18:41:10.804750""",False
423,threat_hunting_capability,Verify the organization has established and maintains a cyber threat hunting capability,Check failed: The repository is missing key security features for threat hunting,Check partially passed,Check passed: The repository has enabled advanced security features for threat hunting,Enable advanced security features in the repository settings,"[""Navigate to the repository settings"", ""Under 'Code security and analysis', enable GitHub Advanced Security"", ""Enable Dependabot alerts, Dependabot updates, and Dependency graph""]",2024-06-30,True,llm_generator,monitoring,"[""compliance"", ""nist"", ""ra"", ""github""]",monitoring,high,custom,"result = False
if fetched_value.advanced_security_enabled and fetched_value.secret_scanning_enabled and fetched_value.push_protection_enabled and fetched_value.dependency_review_enabled:
  result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:41:48.217382""","""2025-08-07T18:41:48.217382""",False
424,github_alternate_processing_site_separation,Verifies that the repository has an alternate processing site sufficiently separated from the primary site to reduce susceptibility to the same threats.,The repository description does not mention an alternate processing site separated from the primary site.,Check partially passed,The repository description mentions an alternate processing site separated from the primary site.,Update the repository description to include details about the alternate processing site and its separation from the primary site.,"[""Edit the repository description field"", ""Add text describing the alternate site and how it is separated from the main site""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ""alternate site"" in fetched_value.lower() and ""separated"" in fetched_value.lower():
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:42:24.574112""","""2025-08-07T18:42:24.574112""",False
425,github_restrict_mobile_code,Verify that mobile code usage is restricted and monitored,Mobile code usage is not restricted or monitored,Check partially passed,Mobile code usage is restricted by requiring web commit signoff,Enable web commit signoff requirement for the repository,"[""Navigate to the repository settings"", ""Under 'Branches', check 'Require signed commits'""]",2023-06-30,True,llm_generator,network_security,"[""compliance"", ""nist"", ""sc"", ""github""]",network_security,high,custom,"result = False
if fetched_value:
  result = True
",repository_data.metadata.web_commit_signoff_required,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:42:46.177623""","""2025-08-07T18:42:46.177623""",False
426,alternate_processing_site_accessibility,Verifies if potential accessibility problems to alternate processing sites are identified and mitigation actions are outlined in the event of an area-wide disruption or disaster.,Potential accessibility problems to alternate processing sites are not identified or mitigation actions are not outlined.,Check partially passed,Potential accessibility problems to alternate processing sites are identified and mitigation actions are outlined.,Identify potential accessibility issues to alternate sites and document mitigation steps.,"[""Review alternate processing site locations and identify any accessibility challenges."", ""Outline specific actions to mitigate identified accessibility problems."", ""Update supported-platforms field in AWS account limits with 'alternate-site-accessibility'.""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""aws""]",configuration,medium,custom,"result = False
if 'alternate-site-accessibility' in fetched_value.lower():
  result = True
",account.limits.supported-platforms,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:43:37.108960""","""2025-08-07T18:43:37.108960""",False
427,github_reduced_complexity_check,Verifies that the repository description adheres to the reduced complexity principle,Repository description is too complex and should be simplified,Check partially passed,Repository description adheres to reduced complexity principle,Simplify the repository description to improve clarity and reduce complexity,"[""Review the current description and identify areas that can be simplified"", ""Rewrite the description using clear and concise language, avoiding unnecessary details"", ""Update the repository description on GitHub""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if fetched_value:
  complexity_score = len(fetched_value.split()) / len(fetched_value)
  if complexity_score < 0.5:
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:44:06.807763""","""2025-08-07T18:44:06.807763""",False
428,aws_sa_8_7_reduced_complexity,Validates that the security design principle of reduced complexity is implemented for the specified AWS resources.,"EC2 instance does not use an approved simple, reduced complexity instance type.",Check partially passed,"EC2 instance uses a simple, reduced complexity instance type.",Terminate the non-compliant EC2 instance and provision a new one using an approved simple instance type.,"[""Identify the non-compliant EC2 instance"", ""Terminate the instance"", ""Provision a new EC2 instance using an approved simple type like t2.micro""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws"", ""reduced-complexity""]",configuration,medium,custom,"result = False
# Check if the instance type is from a list of approved simple instance types
approved_simple_types = ['t2.micro', 't3.micro', 't3a.micro']
if fetched_value in approved_simple_types:
    result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:44:22.567623""","""2025-08-07T18:44:22.567623""",False
429,secure_evolvability_check,Verifies that the repository implements secure evolvability principles,Check failed: Repository description does not mention secure evolvability principles,Check partially passed,Check passed: Repository description mentions secure evolvability principles,Update the repository description to include secure evolvability principles,"[""Edit the repository description field"", ""Add text describing how secure evolvability is implemented""]",2024-12-31,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ""secure evolvability"" in fetched_value.lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:44:31.412926""","""2025-08-07T18:44:31.412926""",False
43,cm_8_4_accountability_information,Verify that the system component inventory includes accountability information for individuals responsible for administering components,The instance profile ARN does not contain accountability information for the responsible individual,Check partially passed,The instance profile ARN contains accountability information for the responsible individual,Update the IAM instance profile to include accountability information,"[""Identify the individual responsible for administering the EC2 instance"", ""Create a new IAM user for that individual if one does not exist"", ""Associate the new IAM user with the instance profile""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value:
  # Check if fetched_value contains accountability information
  # Example: Arn format includes username
  if ""user/"" in fetched_value:
    result = True
",instances.iam_instance_profile.Arn,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T06:46:32.223464""","""2025-08-07T06:46:32.223464""",False
430,secure_evolvability_compliance,Verifies that the security design principle of secure evolvability is implemented in organization-defined systems or components.,"The instance lifecycle is not set to 'spot', which does not align with the secure evolvability principle.",Check partially passed,"The instance lifecycle is set to 'spot', ensuring secure evolvability.",Configure instances to use spot instances for secure evolvability.,"[""Identify non-critical workloads suitable for spot instances."", ""Launch new instances as spot instances or modify existing instances.""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value == 'spot':
    result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:44:39.853175""","""2025-08-07T18:44:39.853175""",False
431,prepare_alternate_processing_site,Verify that an alternate processing site is prepared to support essential mission and business functions,The alternate processing site is not adequately prepared to support essential mission and business functions.,Check partially passed,The alternate processing site is prepared to serve as the operational site supporting essential functions.,Prepare the alternate site by provisioning required resources and configuring to support operational needs.,"[""Identify essential systems, data, and dependencies for alternate site"", ""Provision compute, storage, networking resources at alternate site"", ""Configure resources to meet operational, security, and compliance requirements"", ""Test alternate site functionality and procedures""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""aws""]",configuration,high,custom,"result = False
if fetched_value == 'spot':
  result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:45:02.401487""","""2025-08-07T18:45:02.401487""",False
432,ensure_adequate_supply_of_critical_components,Validates that adequate controls are in place to ensure sufficient supply of critical system components,Adequate supply controls are not defined for critical EC2 components,Check partially passed,Adequate supply controls are defined for critical EC2 components,Define limits for critical EC2 components to ensure adequate supply,"[""Open the AWS EC2 service limits page"", ""Request limit increases for 'max-instances' and 'max-elastic-ips' as needed""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sr"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value:
  # Check if critical component limits are defined
  critical_components = ['max-instances', 'max-elastic-ips']
  defined_limits = [limit for limit in critical_components if limit in fetched_value]
  if len(defined_limits) == len(critical_components):
    result = True
",account.limits,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:45:43.892871""","""2025-08-07T18:45:43.892871""",False
433,validate_telecom_priority_provisions,Verify that primary and alternate telecommunications service agreements contain priority-of-service provisions for national security emergency preparedness.,The repository description does not mention primary/alternate telecommunications service agreements or priority provisions.,Check partially passed,The repository description indicates primary and alternate telecommunications service agreements with priority provisions are in place.,Update the repository description to document the primary and alternate telecommunications service agreements that include priority-of-service provisions for national security preparedness.,"[""Edit the repository description field"", ""Add details on the primary and alternate telecom service agreements with priority provisions""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,high,custom,"result = False
if 'primary' in str(fetched_value).lower() and 'alternate' in str(fetched_value).lower() and 'priority' in str(fetched_value).lower() and 'service' in str(fetched_value).lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:45:53.320299""","""2025-08-07T18:45:53.320299""",False
434,implement_secure_defaults,Verify that secure defaults are implemented for systems or components,Check failed: Web commit signoff is not required for this repository,Check partially passed,Check passed: Web commit signoff is required for this repository,Enable web commit signoff requirement for the repository,"[""Navigate to the repository settings"", ""Under 'Code security and analysis', enable 'Web commit signoff required'""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if fetched_value:
  result = True
",repository_data.metadata.web_commit_signoff_required,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:46:12.640338""","""2025-08-07T18:46:12.640338""",False
435,implement_secure_defaults,Verifies that secure defaults are implemented for organization-defined systems or components,Secure defaults are not implemented for non-spot instances,Check partially passed,Secure defaults are implemented for spot instances,Configure instances to use spot instances for secure defaults,"[""Review instance configurations and identify non-spot instances"", ""Recreate non-spot instances as spot instances where possible""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value == 'spot':
    result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:46:21.209805""","""2025-08-07T18:46:21.209805""",False
436,secure_failure_recovery_principle,Verifies if the secure failure and recovery principle is implemented for the repository,Check failed: Repository description does not mention secure failure and recovery principle,Check partially passed,Check passed: Repository description indicates secure failure and recovery principle is implemented,Update the repository description to reflect secure failure and recovery implementation,"[""Edit the repository settings"", ""Modify the description field to include details on secure failure and recovery principles""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""github""]",configuration,medium,custom,"result = False
if 'secure failure' in str(fetched_value).lower() and 'recovery' in str(fetched_value).lower():
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:46:29.963829""","""2025-08-07T18:46:29.963829""",False
437,secure_failure_and_recovery_validation,Validates that secure failure and recovery mechanisms are implemented for critical system components.,Secure failure and recovery mechanisms are not implemented for EC2 instances.,Check partially passed,Secure failure and recovery mechanisms are implemented for EC2 instances.,Configure EC2 instances to use Spot instances for secure failure and recovery.,"[""Review critical system components and identify those requiring secure failure and recovery."", ""Launch new EC2 instances as Spot instances for the identified components.""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""sa"", ""aws""]",configuration,high,custom,"result = False
if fetched_value == 'spot':
  result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:46:38.880691""","""2025-08-07T18:46:38.880691""",False
438,github_cp_8_2_single_point_failure,Verifies if alternate telecommunications services are obtained to reduce single point of failure risk,"Check failed: The repository is private, increasing single point of failure risk.",Check partially passed,"Check passed: The repository is public, reducing single point of failure risk.",Make the repository public to obtain alternate telecommunications services,"[""Go to repository settings"", ""Change visibility to 'Public'""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,medium,custom,"result = False
if fetched_value == 'public':
  result = True
",repository_data.metadata.visibility,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:46:51.959275""","""2025-08-07T18:46:51.959275""",False
439,aws_cp_8_2_single_point_of_failure,Verifies if alternate telecommunications services are obtained to reduce the likelihood of sharing a single point of failure with primary services.,"Check failed: No alternate telecommunications services found, creating a single point of failure risk.",Check partially passed,Check passed: Alternate telecommunications services are in use to avoid a single point of failure.,Obtain and configure alternate telecommunications services to mitigate single point of failure risks.,"[""Identify and contract with an alternate telecommunications provider"", ""Set up redundant network connections and routing for the alternate service"", ""Test and validate connectivity and failover for the alternate service""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""aws""]",configuration,medium,custom,"result = False
if len(fetched_value) > 0:
  result = True
",account.spot_instances,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:47:08.966352""","""2025-08-07T18:47:08.966352""",False
44,software_usage_restrictions,Verify compliance with NIST 800-53 CM-10 - Software Usage Restrictions,Repository description does not mention copyright compliance,Check partially passed,Repository description mentions copyright compliance,Update the repository description to include copyright compliance,"[""Go to the repository settings"", ""Edit the description field to mention copyright and license compliance""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""github""]",configuration,medium,custom,"result = False
if fetched_value and ""copyright"" in fetched_value.lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T06:46:40.932747""","""2025-08-07T06:46:40.932747""",False
440,aws_cp_8_3_separation_of_telecom_providers,Verifies that alternate telecommunications services are obtained from providers separated from the primary service provider.,No separated alternate telecommunications provider found. All instances use the same provider.,Check partially passed,Alternate telecommunications provider is separated from the primary provider.,Obtain alternate telecommunications services from a provider separated from the primary provider.,"[""Identify a secondary cloud provider or telecommunications service"", ""Provision resources with the alternate provider for redundancy""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""aws""]",configuration,medium,custom,"result = False
primary_provider = None
alternate_provider = None

for instance in fetched_value:
  if instance.get('State') == 'running':
    provider = instance.get('InstanceType', '').split('.')[0]
    if not primary_provider:
      primary_provider = provider
    elif provider != primary_provider:
      alternate_provider = provider
      break
      
if primary_provider and alternate_provider:
  result = True
  
",account.spot_instances,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:47:32.875733""","""2025-08-07T18:47:32.875733""",False
441,maintain_org_controlled_crypto_keys,Verify that the organization maintains exclusive control over cryptographic keys used for encrypting data stored or transmitted through the GitHub repository,"GitHub Advanced Security is not enabled, organization may not control cryptographic keys",Check partially passed,"GitHub Advanced Security is enabled, ensuring organization-controlled cryptographic keys",Enable GitHub Advanced Security to maintain exclusive control over cryptographic keys,"[""Navigate to the repository Settings > Code security and analysis"", ""Enable GitHub Advanced Security by installing the required GitHub App""]",2023-06-30,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""sa"", ""github"", ""encryption"", ""cryptography""]",data_protection,high,custom,"result = False
if fetched_value and fetched_value.lower() == ""enabled"":
  result = True
",security_data.dependency_graph.security_and_analysis.advanced_security,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:47:46.867092""","""2025-08-07T18:47:46.867092""",False
442,monitor_privileged_maintenance_tools,Validates that the use of maintenance tools executing with increased privileges is monitored,Monitoring is not enabled for maintenance tools executing with increased privileges,Check partially passed,Monitoring is enabled for maintenance tools executing with increased privileges,Enable monitoring for maintenance tool usage with increased privileges,"[""Review IAM roles and instance profiles used for maintenance activities"", ""Configure CloudTrail trails to log IAM role usage and maintenance events"", ""Set up CloudWatch alarms to detect privileged maintenance activity""]",2024-06-30,True,llm_generator,monitoring,"[""compliance"", ""nist"", ""ma"", ""aws""]",monitoring,medium,custom,"result = False
if fetched_value:
  instance_profile_arn = fetched_value
  # Check if instance profile has appropriate monitoring/logging enabled
  if ""AmazonEC2RoleForAWSCodeDeployRole"" in instance_profile_arn:
    result = True
",instances.iam_instance_profile.Arn,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:48:39.538620""","""2025-08-07T18:48:39.538620""",False
443,github_supply_chain_risk_assessment,"Verifies that supply chain risks are assessed for systems, components and services, and the assessment is updated periodically or when changes occur.",Supply chain risk assessment is not documented in the repository description.,Check partially passed,Supply chain risk assessment is documented in the repository description.,"Update the repository description to include details on supply chain risk assessment for the system, components and services.","[""Edit the repository description on GitHub"", ""Add text describing the supply chain risk assessment process and frequency""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""ra"", ""github""]",configuration,medium,custom,"result = False
if ""supply chain risk assessment"" in str(fetched_value).lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:48:48.417459""","""2025-08-07T18:48:48.417459""",False
444,ra_3_1_supply_chain_risk_assessment,"Verifies that supply chain risks are assessed for systems, components, and services, and that the assessment is updated periodically or when changes occur.",Supply chain risk assessments are not performed or not updated regularly for EC2 instances.,Check partially passed,Supply chain risk assessments are performed and updated regularly for EC2 instances.,Perform supply chain risk assessments for EC2 instances and update them at least annually or when significant changes occur.,"[""Identify all systems, components, and services involved in the supply chain for EC2 instances."", ""Assess the risks associated with each supply chain element."", ""Document the assessment and establish a process to review and update it regularly.""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""ra"", ""aws""]",configuration,high,custom,"result = False
for instance in fetched_value:
  if 'supply_chain_risk_assessment' in instance:
    if instance['supply_chain_risk_assessment']['last_updated'] > (datetime.now() - timedelta(days=365)):
      result = True
      break
",instances,2,<class 'con_mon_v2.mappings.aws.EC2Resource'>,,llm_generator,"""2025-08-07T18:48:58.399495""","""2025-08-07T18:48:58.399495""",False
445,alternate_processing_site_established,Verify an alternate processing site is established for essential operations,Check failed: Repository description does not mention an alternate processing site,Check partially passed,Check passed: Repository description mentions an alternate processing site,Update the repository description to include details about the alternate processing site,"[""Edit the repository description field"", ""Add text referencing the alternate site for essential operations""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cp"", ""github""]",configuration,medium,custom,"result = False
if 'alternate processing site' in str(fetched_value).lower():
  result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:49:14.284463""","""2025-08-07T18:49:14.284463""",False
446,validate_opsec_controls_for_supply_chain,Verify that defined OPSEC controls are employed to protect supply chain information,OPSEC controls for supply chain protection are not configured or incomplete,Check partially passed,OPSEC controls for supply chain protection are properly configured,Enable advanced security features to protect supply chain,"[""Navigate to repository settings > Code security and analysis"", ""Enable GitHub Advanced Security, Secret scanning, Dependency review""]",2023-12-31,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""sr"", ""github"", ""opsec"", ""supply-chain""]",data_protection,high,custom,"result = False
if fetched_value.advanced_security_enabled and fetched_value.secret_scanning_enabled and fetched_value.push_protection_enabled and fetched_value.dependency_review_enabled:
    result = True
",security_data.security_analysis,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:49:35.235539""","""2025-08-07T18:49:35.235539""",False
447,validate_supply_chain_opsec_controls,Validates that organization-defined Operations Security (OPSEC) controls are employed to protect supply chain information,OPSEC controls are not defined or not employed to protect supply chain information,Check partially passed,OPSEC controls are defined and employed to protect supply chain information,Define and implement organization-specific OPSEC controls for supply chain security,"[""Identify critical supply chain assets and information flows"", ""Determine OPSEC requirements based on risk assessment"", ""Implement technical and procedural OPSEC controls""]",2024-06-30,False,llm_generator,configuration,"[""compliance"", ""nist"", ""sr"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value:
  opsec_controls_defined = True # Replace with actual check logic
  if opsec_controls_defined:
    result = True
",account.limits,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:49:45.967378""","""2025-08-07T18:49:45.967378""",False
448,github_system_backup_compliance,"Verifies that system backups are conducted for user data, system data, and documentation at defined frequencies and that backup data is protected.",Check failed: Repository description does not mention system backups.,Check partially passed: Repository description mentions backups but details are unclear.,Check passed: Repository description indicates system backups are performed.,"Update the repository description to clearly state backup procedures for user data, system data and documentation.","[""Edit the repository description field"", ""Add details on backup scope, frequency and data protection measures""]",2023-06-30,True,llm_generator,data_protection,"[""compliance"", ""nist"", ""cp"", ""github""]",data_protection,medium,custom,"result = False
backup_keywords = [""backup"", ""data protection"", ""disaster recovery""]
if fetched_value and any(kw in fetched_value.lower() for kw in backup_keywords):
    result = True
",repository_data.basic_info.description,1,<class 'con_mon_v2.mappings.github.GithubResource'>,,llm_generator,"""2025-08-07T18:49:58.873919""","""2025-08-07T18:49:58.873919""",False
449,inspect_maintenance_tools_updates,Verifies that maintenance tools have the latest software updates and patches installed,Maintenance tools are missing software updates or patches,Check partially passed,Maintenance tools have the latest software updates and patches installed,Install the latest software updates and patches on maintenance tool instances,"[""Identify maintenance tool instances"", ""Check for available updates and patches"", ""Install all applicable updates and patches""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""ma"", ""aws""]",configuration,medium,custom,"result = False
# Check if the instance type is a maintenance tool instance
if fetched_value in ['maintenance-tool-1', 'maintenance-tool-2']:
    # Check if instance has latest updates installed
    # (Placeholder logic, replace with actual update check)
    if has_latest_updates(fetched_value):
        result = True
",instances.instance_type,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T18:50:35.041360""","""2025-08-07T18:50:35.041360""",False
45,software_usage_restrictions,Validates compliance with NIST 800-53 CM-10 for software usage restrictions,"On-demand instances are used, violating software usage restrictions",Check partially passed,"Spot instances are used, complying with software usage restrictions",Switch to using spot instances to comply with CM-10,"[""Identify workloads suitable for spot instances"", ""Launch new spot instances for those workloads"", ""Terminate on-demand instances after migration""]",2024-06-30,True,llm_generator,configuration,"[""compliance"", ""nist"", ""cm"", ""aws""]",configuration,medium,custom,"result = False
if fetched_value == ""spot"":
  result = True
",instances.instance_lifecycle,2,<class 'con_mon_v2.mappings.aws.IAMResource'>,,llm_generator,"""2025-08-07T06:46:51.290437""","""2025-08-07T06:46:51.290437""",False
